TumorSen,TumorSpec,WallSen,WallSpec
nan,0.9871406555175781,0.2533602714538574,0.9999758005142212
0.8290178775787354,0.9966307282447815,0.8380482792854309,0.9915061593055725
0.08536585420370102,0.9999462962150574,0.9877919554710388,0.9852685928344727
0.49047142267227173,0.9989773631095886,nan,0.9937248229980469
nan,1.0,0.9741837382316589,0.9984316825866699
0.7400815486907959,0.9993613362312317,0.9031717777252197,0.9907536506652832
0.9554415345191956,0.98984295129776,0.7981196641921997,0.9976363778114319
nan,1.0,0.8581783771514893,0.9983859062194824
0.9883463978767395,0.9966753125190735,nan,1.0
0.0,1.0,0.9783216714859009,0.992301881313324
0.9939821362495422,0.997225284576416,nan,1.0
nan,1.0,0.6517105102539062,0.9865901470184326
0.9858701825141907,0.9991450905799866,0.9711447358131409,0.9996743202209473
nan,1.0,0.3385927975177765,0.9991681575775146
nan,1.0,0.9853121042251587,0.9973514080047607
0.9379664659500122,0.9989809393882751,nan,0.9999313354492188
nan,1.0,nan,1.0
0.815388560295105,0.9978278875350952,0.7210797071456909,0.9985681772232056
nan,1.0,nan,0.9892807006835938
nan,1.0,0.9643705487251282,0.9955149292945862
nan,1.0,0.9186200499534607,0.9851230382919312
0.9452665448188782,0.9869725108146667,0.04198320582509041,1.0
nan,1.0,0.9617950320243835,0.9989502429962158
nan,0.9992835521697998,0.9505428075790405,0.9994794726371765
nan,1.0,0.9804670810699463,0.959714949131012
0.35383883118629456,0.9998063445091248,0.7918089032173157,0.9852800965309143
0.9747924208641052,0.9983074069023132,0.8297309279441833,0.9987571239471436
0.9088365435600281,0.9952027201652527,0.6751918196678162,0.9991054534912109
0.0,1.0,0.9969273805618286,0.9884709119796753
0.61331707239151,0.9995909333229065,0.9942052960395813,0.99315345287323
nan,1.0,0.9716141223907471,0.9991626143455505
nan,1.0,0.956611692905426,0.9941516518592834
nan,1.0,0.9569174647331238,0.997962236404419
nan,1.0,0.9703601002693176,0.9990673065185547
0.9558541178703308,0.998820960521698,0.8594024777412415,0.9983140826225281
0.8977478742599487,0.9971714019775391,nan,1.0
0.0027268219273537397,0.999980628490448,0.9924356937408447,0.9793753027915955
0.9912575483322144,0.9951025247573853,0.720734715461731,0.9989584684371948
0.8959391117095947,0.9991772770881653,0.7161904573440552,0.997459352016449
nan,1.0,0.8338436484336853,0.9961554408073425
nan,1.0,0.8804560303688049,0.9885938167572021
nan,1.0,0.3595201373100281,0.9933449625968933
nan,1.0,0.9804275035858154,0.9935017824172974
nan,0.9979649186134338,0.9139785170555115,0.9996834397315979
nan,1.0,0.9693545699119568,0.9980219006538391
0.9424542188644409,0.9948652982711792,0.06906475126743317,0.9979081153869629
0.7511284351348877,0.9996053576469421,0.9674707055091858,0.9955157041549683
0.7475872039794922,0.9952977299690247,0.7231441140174866,0.9974176287651062
0.800632894039154,0.999261200428009,0.8953282237052917,0.997289776802063
nan,0.9997367858886719,0.8924342393875122,0.9959267973899841
0.460721880197525,0.9961639046669006,0.9088581800460815,0.9931675791740417
0.9455404281616211,0.9978622794151306,0.029589777812361717,0.9996585845947266
nan,1.0,0.9394677877426147,0.9859622120857239
nan,1.0,nan,1.0
nan,1.0,0.9732323288917542,0.9991905093193054
nan,0.9990701079368591,0.8728323578834534,0.9980664849281311
0.9943942427635193,0.9937136769294739,nan,1.0
nan,1.0,0.8602668046951294,0.9986683130264282
1.0,0.9934262633323669,0.0,1.0
0.8111533522605896,0.9997239708900452,0.843999981880188,0.994171142578125
nan,1.0,0.9705762267112732,0.9996734857559204
nan,1.0,0.8170391321182251,0.9998084306716919
0.9488628506660461,0.9952404499053955,0.5257827043533325,0.9982921481132507
0.8788209557533264,0.9998541474342346,0.923541247844696,0.9980722665786743
0.8439597487449646,0.9991607666015625,0.5612321496009827,0.9988229274749756
nan,1.0,0.9436335563659668,0.999718427658081
nan,1.0,0.9384756684303284,0.9990304112434387
0.9446796774864197,0.9977573752403259,nan,1.0
0.9560409784317017,0.9985451102256775,0.8738435506820679,0.999338686466217
nan,1.0,0.8787878751754761,0.9945134520530701
nan,1.0,0.8825670480728149,0.9966760873794556
0.834987998008728,0.9940861463546753,0.7700753808021545,0.9958750605583191
0.926398754119873,0.9989132285118103,0.8424463868141174,0.9962508678436279
1.0,0.9938980937004089,0.03094777651131153,0.9999077916145325
0.9332929253578186,0.998006284236908,0.8217403292655945,0.9910849332809448
nan,1.0,0.9492833614349365,0.9996239542961121
0.9051953554153442,0.9968901872634888,0.38041430711746216,0.9988242983818054
0.9301913976669312,0.9997538328170776,0.9628035426139832,0.9974853992462158
0.9768046140670776,0.996891975402832,0.7902005314826965,0.9955820441246033
0.9510638117790222,0.9989902973175049,0.8585271239280701,0.999078094959259
0.9880791902542114,0.9940783381462097,0.7837913632392883,0.9976535439491272
nan,1.0,0.8551175594329834,0.9973006844520569
nan,1.0,0.9893253445625305,0.9982948899269104
0.9383735656738281,0.9911866784095764,0.9317800402641296,0.9947984218597412
0.9046701192855835,0.9998213648796082,nan,1.0
nan,1.0,0.9036796689033508,0.9960756301879883
0.9306395053863525,0.9961389899253845,0.6050143837928772,0.9977936744689941
0.9253843426704407,0.9939082860946655,0.7302428483963013,0.9976360201835632
nan,1.0,0.8799999952316284,0.9998685717582703
0.9442010521888733,0.9980334043502808,nan,1.0
nan,1.0,0.6505149602890015,0.9994457960128784
0.9334619045257568,0.9986571669578552,nan,1.0
0.980246901512146,0.9994012117385864,nan,0.9935111999511719
nan,1.0,0.7391570210456848,1.0
nan,1.0,0.9444444179534912,0.9992820620536804
0.9293563365936279,0.9992295503616333,nan,1.0
nan,1.0,0.9481637477874756,0.9969834685325623
nan,1.0,0.8679245114326477,0.9993540048599243
0.9648822546005249,0.9957391619682312,0.4182230830192566,0.9988077282905579
nan,1.0,0.9568542838096619,0.9976540803909302
nan,1.0,0.9210605025291443,0.9831423163414001
0.998275101184845,0.9972842931747437,0.28909751772880554,0.9995810985565186
nan,1.0,nan,1.0
nan,1.0,0.6843876242637634,0.989656925201416
nan,1.0,0.6251896619796753,0.9992408752441406
0.9476280808448792,0.9984467029571533,0.7780026793479919,0.9992659091949463
nan,1.0,0.9155821800231934,0.9972371459007263
nan,1.0,0.9098337292671204,0.9989210963249207
nan,1.0,0.7518274784088135,0.9950336217880249
0.9516128897666931,0.9990795254707336,nan,1.0
0.9749889373779297,0.9975640773773193,nan,1.0
0.9655172228813171,0.9972375631332397,0.8514689803123474,0.9994660019874573
0.8316666483879089,0.9984806180000305,0.08629441261291504,0.9995488524436951
0.9498621821403503,0.9990715384483337,nan,1.0
nan,1.0,0.5019442439079285,0.9968346953392029
nan,1.0,0.6277363300323486,0.9993538856506348
0.0,0.9992101192474365,0.8808249235153198,0.9887362718582153
0.7191201448440552,0.9996523261070251,0.9034907817840576,0.9958072900772095
nan,1.0,0.936600387096405,0.9993403553962708
nan,1.0,0.9560158252716064,0.9980457425117493
0.09080468863248825,1.0,0.738204836845398,0.970726490020752
nan,1.0,0.8970866203308105,0.9987591505050659
0.9575597047805786,0.9936364889144897,0.9642711877822876,0.9949033260345459
0.8228414058685303,1.0,0.6793680191040039,0.995395839214325
0.7617912292480469,0.9945741891860962,0.8699250817298889,0.9849762320518494
nan,1.0,0.9928879737854004,0.9981681108474731
nan,1.0,0.9775373935699463,0.998629629611969
nan,0.9880828857421875,0.7447332739830017,0.9935367703437805
0.9821029305458069,0.9975806474685669,0.9720930457115173,0.9989126324653625
0.9588571190834045,0.9995012283325195,nan,1.0
nan,1.0,0.8265641927719116,0.9967861175537109
0.0,1.0,nan,0.98468017578125
nan,1.0,0.8953470587730408,0.9949559569358826
nan,1.0,0.9588891267776489,0.9987430572509766
0.8906270265579224,0.9994102716445923,0.9413506984710693,0.991915762424469
nan,1.0,0.9680057168006897,0.9978635907173157
nan,1.0,0.05307009443640709,0.9821956753730774
0.9367262721061707,0.9985151886940002,0.5670120716094971,0.9863654971122742
0.7316293716430664,0.999923050403595,0.9030582904815674,0.9968949556350708
nan,1.0,0.9827916026115417,0.9993699789047241
0.7483285665512085,0.9972813129425049,0.22840410470962524,0.9989733099937439
0.9699042439460754,0.9967414140701294,0.8931396007537842,0.9891526103019714
nan,1.0,0.9094820618629456,0.9932375550270081
nan,1.0,0.9788918495178223,0.998527467250824
0.9642016887664795,0.996536374092102,0.6323469877243042,0.9999646544456482
nan,1.0,0.7268339991569519,0.9998468160629272
0.9871520400047302,0.9970521926879883,0.10575427860021591,0.9998927712440491
0.972088634967804,0.9989354014396667,0.0,1.0
0.9196850657463074,0.9994895458221436,nan,1.0
0.98124098777771,0.9957055449485779,nan,1.0
nan,1.0,0.9106587767601013,0.9948249459266663
nan,0.9984245300292969,0.9539288282394409,0.9990202784538269
nan,1.0,0.9028651118278503,0.9961239099502563
nan,1.0,0.9615342020988464,0.9904572367668152
0.97209632396698,0.998464822769165,nan,1.0
0.839316725730896,0.9982333779335022,0.9136590361595154,0.9994671940803528
nan,0.9827499389648438,0.0,1.0
0.0,1.0,0.8933189511299133,0.9840829968452454
nan,1.0,0.9526956081390381,0.9957009553909302
0.732914388179779,0.9995074272155762,0.8989493250846863,0.9939514398574829
nan,1.0,0.737356960773468,0.9860290884971619
nan,1.0,0.9874504804611206,0.9990438222885132
0.9868148565292358,0.9985547661781311,0.48272305727005005,0.996460497379303
0.8617681860923767,0.9973917603492737,0.9287528395652771,0.9936562776565552
nan,0.9956169128417969,0.649249255657196,0.9988674521446228
nan,1.0,0.9841805100440979,0.9972525835037231
nan,1.0,0.8328865170478821,0.9997076392173767
0.8546310663223267,0.9993396401405334,0.9163208603858948,0.9965361952781677
nan,1.0,0.8797383904457092,0.9991778135299683
nan,1.0,nan,1.0
0.9116712808609009,0.9995686411857605,nan,1.0
nan,1.0,0.989693284034729,0.991493821144104
nan,1.0,nan,1.0
0.9811812043190002,0.9850804805755615,0.3725384473800659,0.997689962387085
nan,1.0,0.78041011095047,0.9961204528808594
nan,1.0,1.0,0.9980250597000122
nan,1.0,0.9763149619102478,0.9987419247627258
nan,1.0,0.9481220245361328,0.99896240234375
0.9367480874061584,0.9981103539466858,0.13859574496746063,0.995843768119812
nan,0.9998970031738281,0.9256763458251953,0.9880245327949524
nan,1.0,0.8725868463516235,0.9972315430641174
0.9253554344177246,0.9930267930030823,0.14097744226455688,0.9999464154243469
nan,1.0,0.8650793433189392,0.9991625547409058
nan,1.0,0.0,1.0
nan,1.0,0.26192399859428406,0.9990763068199158
nan,1.0,0.8294185996055603,0.9882071614265442
0.8867813944816589,0.9970081448554993,0.4562523365020752,0.9983582496643066
0.8986517786979675,0.9898294806480408,nan,1.0
nan,1.0,0.825564980506897,0.9984897971153259
0.9446032643318176,0.9993059635162354,0.7343283295631409,0.9990375638008118
nan,1.0,0.911151647567749,0.9983198046684265
0.9650059342384338,0.996985137462616,0.17267267405986786,1.0
0.9438732862472534,0.9986386299133301,0.5569307208061218,0.9984608292579651
nan,1.0,nan,1.0
nan,1.0,0.866995096206665,0.9994450211524963
0.8001172542572021,0.9982084035873413,0.7945205569267273,0.9957106709480286
nan,1.0,0.7588194608688354,0.9974395632743835
nan,1.0,0.9942010045051575,0.9991135597229004
nan,1.0,0.8984109163284302,0.9973964095115662
nan,1.0,0.7893807291984558,0.9920743703842163
0.8067300319671631,0.9993636012077332,nan,0.9984207153320312
nan,1.0,0.9536546468734741,0.9995551705360413
nan,1.0,0.8809034824371338,0.9974731802940369
nan,1.0,0.8856350183486938,0.9937924146652222
0.9832671880722046,0.9897406697273254,0.8768863081932068,0.9929694533348083
nan,1.0,0.9561164975166321,0.9987671971321106
0.0,1.0,0.9795265793800354,0.9880574345588684
nan,1.0,0.7030633091926575,0.9994548559188843
nan,1.0,0.8548476099967957,0.9963799715042114
0.9543291926383972,0.9875603914260864,0.6326597332954407,0.9983928203582764
0.9639780521392822,0.997159481048584,0.8745179176330566,0.9976504445075989
nan,1.0,nan,1.0
nan,1.0,0.7842501401901245,0.9916057586669922
